iter	MAE
692	0.1005154834
693	0.1004186819
694	0.1003342005
695	0.1002959861
696	0.1002326719
697	0.1001482466
698	0.1001336318
699	0.1001038452
700	0.1000245969
701	0.09988711771
702	0.09985377406
703	0.09979475981
704	0.09977912794
705	0.09961429521
706	0.09946752014
707	0.09944961072
708	0.09939131101
709	0.09937716962
710	0.09920547926
711	0.09912682732
712	0.09910980128
713	0.09903914779
714	0.09899420243
715	0.0989716928
716	0.09894885539
717	0.0988927335
718	0.09886075533
719	0.09876244428
720	0.09874294515
721	0.09869793937
722	0.09861927389
723	0.09840757079
724	0.09840252021
725	0.09835323707
726	0.09828207281
727	0.09820905247
728	0.09805055793
729	0.09796425453
730	0.09791542223
731	0.09775242841
732	0.09764240853
733	0.09762303469
734	0.09755705455
735	0.09742234843
736	0.09735020501
737	0.09731030393
738	0.09730378703
739	0.09721122369
740	0.09713735635
741	0.0969483233
742	0.09688153272
743	0.09683368719
744	0.09666965788
745	0.09657958938
746	0.0964828606
747	0.09643252248
748	0.09640145855
749	0.0963188803
750	0.09629235057
751	0.09617246837
752	0.09595577698
753	0.09580638168
754	0.09578359736
755	0.09573882764
756	0.09566992025
757	0.09562903517
758	0.09558800816
759	0.09553091189
760	0.09549864773
761	0.09545745568
762	0.09536435007
763	0.09533356329
764	0.0953050478
765	0.09529470062
766	0.0952333045
767	0.09514763526
768	0.09511398119
769	0.09509683174
770	0.09507204399
771	0.09506110401
772	0.09496539529
773	0.09478081167
774	0.09476744638
775	0.09475071706
776	0.09461961686
777	0.09455480754
778	0.09436958908
779	0.0943273624
780	0.09419745023
781	0.09418728496
782	0.09409784926
783	0.09394822231
784	0.09391951077
785	0.09385451633
786	0.09377439694
787	0.09358683646
788	0.09357290407
789	0.09343266226
790	0.09329519602
791	0.09318993386
792	0.09314521177
793	0.09313084123
794	0.09303238076
795	0.09299496124
796	0.09293613409
797	0.09291346073
798	0.09286275603
799	0.09282354774
800	0.09279873514
801	0.09275321466
802	0.09272535197
803	0.09270782464
804	0.09269509383
805	0.09267772204
806	0.09267333191
807	0.09261829149
808	0.09249766326
809	0.09248345325
810	0.09223714245
811	0.09218816557
812	0.09211410314
813	0.09205874057
814	0.09199227469
815	0.09196205689
816	0.09193661203
817	0.09192760095
818	0.09177128932
819	0.09158621157
820	0.09155012796
821	0.09146416688
822	0.0914458962
823	0.09140383989
824	0.09134764938
825	0.09132818963
826	0.09130716259
827	0.09127268337
828	0.09125821404
829	0.09123899014
830	0.09112605291
831	0.09092024701
832	0.09088601731
833	0.09082347419
834	0.09079967637
835	0.09065007508
836	0.0905803674
837	0.09051035777
838	0.09049357299
839	0.09037982819
840	0.09031969474
841	0.09020331565
842	0.09011038903
843	0.09010393312
844	0.09000555485
845	0.08997545426
846	0.08992886795
847	0.08987836205
848	0.08982880524
849	0.08977184341
850	0.08972260255
851	0.08965934022
852	0.08963599621
853	0.08961908213
854	0.08951670236
855	0.08948663941
856	0.08945372133
857	0.08939306401
858	0.08925700855
859	0.089194168
860	0.08916805516
861	0.08910475596
862	0.08902665723
863	0.08896469854
864	0.08887412585
865	0.08881893375
866	0.08881277173
867	0.08875098945
868	0.08874738463
869	0.08869334809
870	0.08862910355
871	0.08861097266
872	0.08858414971
873	0.08854908602
874	0.0884990504
875	0.08839996902
876	0.08838799205
877	0.08833401714
878	0.08826691257
879	0.08825120052
880	0.08801980614
881	0.08797911938
882	0.08794037089
883	0.08790931521
884	0.08788807495
885	0.08786713711
886	0.08786407628
887	0.08785091237
888	0.08767309922
889	0.08762716093
890	0.0876036302
891	0.08754669255
892	0.08752910988
893	0.08747851161
894	0.08746303339
895	0.08741937727
896	0.08735827866
897	0.0873279733
898	0.08727298135
899	0.0872385699
900	0.08716378502
901	0.0871072264
902	0.08707990551
903	0.08702457745
904	0.08701769186
905	0.08701224386
906	0.08698873162
907	0.08689477485
908	0.08687672948
909	0.0868277155
910	0.08680758979
911	0.08672733667
912	0.08669255487
913	0.0866906844
914	0.08666438223
915	0.08665885388
916	0.08664540183
917	0.08662898817
918	0.08659717079
919	0.08652720042
920	0.0865024718
921	0.0864868493
922	0.08648138472
923	0.08646681091
924	0.08646022168
925	0.08630914575
926	0.08627323872
927	0.08624613346
928	0.08623534145
929	0.08620678131
930	0.08620271059
931	0.08619033255
932	0.08610153625
933	0.08604824844
934	0.08599892268
935	0.08595837604
936	0.08586615392
937	0.08581173171
938	0.0857055205
939	0.08567388653
940	0.08558116826
941	0.08554563627
942	0.0854889523
943	0.0854584516
944	0.08543437095
945	0.08540484627
946	0.08534922767
947	0.08528951347
948	0.08527339775
949	0.08526004574
950	0.08519828775
951	0.08518284321
952	0.08510571998
953	0.08507018378
954	0.08506190939
955	0.08504456929
956	0.0849414106
957	0.0848974675
958	0.08487002451
959	0.08484818186
960	0.0847951381
961	0.0847277008
962	0.08463129076
963	0.08458696636
964	0.08448689187
965	0.08445879386
966	0.08443242104
967	0.08438423365
968	0.08430094741
969	0.08423023173
970	0.08414236354
971	0.0841240605
972	0.08409073173
973	0.08402949166
974	0.08400949979
975	0.08393207138
976	0.08390711912
977	0.08389087195
978	0.08388724303
979	0.08383144798
980	0.08382165182
981	0.08379670566
982	0.08374050024
983	0.0837048524
984	0.08369460884
985	0.08368972953
986	0.08368316965
987	0.08357233808
988	0.08352283844
989	0.08351895616
990	0.08348743264
991	0.08342978625
992	0.08341404927
993	0.08340595912
994	0.0833857995
995	0.08336846514
996	0.08333450881
997	0.0833121077
998	0.08331055057
999	0.08330111766
